,size,depth,capability,distinction,kendall_tau
1022,1,6,Utilizing matplotlib to visualize data with varying line styles and markers.,Line styles and markers in Matplotlib,
1023,1,5,Formatting mathematical expressions in plot titles using LaTeX syntax in Python.,LaTeX math in plot titles,0.816496580927726
1024,6,5,Creating and customizing diverse data visualizations using Matplotlib,Diverse visualizations with Matplotlib,1.0
1025,1,6,Creating 3D visualizations using Matplotlib and manipulating plot properties for enhanced perspective.,3D visualization and perspective adjustment in Matplotlib,
1026,2,6,Creating customized and visually appealing data visualizations using Matplotlib.,Customizing visual aesthetics in Matplotlib,0.816496580927726
1027,1,7,Creating visualizations using scatter plots while managing axis limits and clipping properties in Matplotlib.,Scatter plots with axis limits and clipping,0.816496580927726
1028,1,7,Creating visually appealing pie charts with customized labels and colors using Matplotlib.,Customized pie charts with labels and colors,0.816496580927726
1029,2,6,Visualizing data using line plots in Python with Matplotlib,Line plot visualization with Matplotlib,
1030,1,7,Visualizing multiple datasets using line plots in Python with Matplotlib.,Multiple datasets line plots with Matplotlib,
1031,1,7,Creating visual representations of data using line plots in Python with Matplotlib.,Single dataset line plots with Matplotlib,
1032,1,6,Creating and manipulating graphical shapes using Matplotlib in Python.,Graphical shape manipulation in Matplotlib,0.816496580927726
1033,3,5,Customizing data visualizations using Matplotlib,Matplotlib visualization customization,0.816496580927726
1034,1,6,Creating line charts with customized axis tick parameters using Matplotlib.,Customizing line chart axis ticks,0.816496580927726
1035,2,6,Customizing plot aesthetics using Matplotlib for data visualization,Customizing plot aesthetics,
1036,1,7,Customizing plot aesthetics in data visualization using Matplotlib.,Data visualization aesthetics,
1037,1,7,Customizing plot aesthetics using Matplotlib for enhanced data visualization.,Enhanced visualization aesthetics,
1038,8,4,Creating detailed and customized data visualizations using data analysis libraries,Detailed visualizations with data libraries,0.816496580927726
1039,5,5,Creating customized and informative data visualizations using Matplotlib and Seaborn,Custom visualizations with Matplotlib and Seaborn,0.816496580927726
1040,1,6,Creating categorical scatter plots with customized axes using Seaborn and Matplotlib.,Customized categorical scatter plots with Seaborn and Matplotlib,0.816496580927726
1041,4,6,Creating detailed and informative data visualizations using Matplotlib and Seaborn,Detailed data visualizations with Matplotlib and Seaborn,
1042,1,7,Creating horizontal stem plots using Matplotlib for visualizing data distributions.,Horizontal stem plots for data distributions,
1043,3,7,Creating annotated and informative visualizations using Matplotlib and Seaborn,Annotated visualizations with Matplotlib and Seaborn,
1044,1,8,Creating annotated scatter plots using Matplotlib for data visualization.,Annotated scatter plots with Matplotlib,
1045,2,8,Creating informative visualizations with labeled data using Matplotlib and Seaborn,Labeled data visualizations with Matplotlib and Seaborn,
1046,1,9,Creating informative visualizations with labeled data series in Python using Matplotlib.,Informative data series visualizations in Python,
1047,1,9,Creating visualizations with labeled data using Matplotlib and Seaborn.,Visualizations with Matplotlib and Seaborn,
1048,3,5,Creating detailed and styled visualizations using data analysis libraries,Styled visualizations with data libraries,
1049,1,6,Creating visualizations using scatter plots with specified marker sizes in data analysis libraries.,Scatter plots with custom marker sizes,
1050,2,6,Creating informative and styled line plots using data visualization libraries,Styled line plots creation,
1051,1,7,Utilizing data visualization libraries to create informative line plots from numerical data.,Informative line plots from numerical data,
1052,1,7,Generating line plots with varying styles using Matplotlib and NumPy for data visualization.,Styled line plots with Matplotlib and NumPy,
1053,11,4,Customizing scatter plots and line plots with advanced marker and color properties using Matplotlib,Advanced scatter and line plot customization,0.0
1054,1,5,Creating scatter plots with customized point aesthetics using Matplotlib,Scatter plots with point aesthetics,
1055,1,5,Setting marker edge colors in data visualizations using Matplotlib.,Marker edge color settings,0.0
1056,2,5,Creating customized scatter plots with advanced marker properties in Matplotlib,Scatter plots with advanced markers,
1057,1,6,Creating customized scatter plots with advanced marker styling in Matplotlib,Advanced marker styling in scatter plots,
1058,1,6,Creating scatter plots with customized marker properties in Matplotlib,Customized marker properties in scatter plots,
1059,3,5,Customizing line plots with markers in Matplotlib,Line plots with custom markers,
1060,1,6,Creating line plots with customized marker styles in Matplotlib,Customized marker styles in line plots,
1061,2,6,Creating line plots with custom markers using Matplotlib,Custom markers in line plots,
1062,1,7,Creating line plots with customized markers using Matplotlib,Line plots with customized markers,
1063,1,7,Creating line plots with custom markers using Matplotlib,Line plots with custom markers,
1064,2,5,Creating customized scatter plots with color mapping using Matplotlib,Scatter plots with color mapping,
1065,1,6,Creating scatter plots with customized color and edge properties using Matplotlib,Custom color and edge scatter plots,
1066,1,6,Creating scatter plots with color mapping using colormaps in Matplotlib,Colormap-based scatter plots,
1067,2,5,Creating customized scatter plots in Matplotlib,Customized scatter plots,
1068,1,6,Creating scatter plots with custom marker hatching in Matplotlib,Custom marker hatching in scatter plots,
1069,1,6,Creating scatter plots with custom marker hatching in Matplotlib,Custom marker hatching in scatter plots,
1070,10,4,Creating customized data visualizations using Python libraries with color mapping techniques,Color mapping in Python visualizations,1.0
1071,3,5,Visualizing data with color mapping techniques in Python using Matplotlib,Color mapping in Matplotlib,
1072,2,6,Visualizing multidimensional data using color mapping techniques in Python.,Multidimensional color mapping,
1073,1,7,Visualizing multidimensional data using color mapping techniques in Python.,Python color mapping techniques,
1074,1,7,Visualizing multidimensional data using color mapping techniques in Python.,Color mapping for multidimensional data,
1075,1,6,Visualizing data using colormaps in Python with Matplotlib.,Colormaps in Matplotlib,
1076,2,5,Creating customized data visualizations using Python libraries,Custom Python data visualizations,1.0
1077,1,6,Creating visually appealing data visualizations using pie charts with customized labels and colors in Python.,Designing pie charts with custom labels and colors,0.816496580927726
1078,1,6,Utilizing data visualization libraries to plot multi-segment lines with specified colors.,Plotting multi-segment lines with custom colors,0.816496580927726
1079,5,5,Creating visualizations using Python libraries,Python data visualization libraries,0.816496580927726
1080,2,6,Creating visualizations using Python libraries,Python library visualizations,
1081,1,7,Creating line plots with data visualization libraries in Python,Line plots creation,
1082,1,7,Creating visualizations using data manipulation and plotting libraries in Python,Data manipulation and plotting,
